id,text,url,death_date,name,age,nationality,cause,description,votes,sortorder,article_length,versions,editors,inbound_links
10634,"Shūgorō Nakazato, 96, Japanese martial artist, aspiration pneumonia.[399]",https://en.wikipedia.org/wiki/Sh%C5%ABgor%C5%8D_Nakazato,2016-08-24 00:00:00,Shūgorō Nakazato,96.0,Japanese,aspiration pneumonia, martial artist,0,0,2048,106,58,22
10635,"Walter Scheel, 97, German politician, President of West Germany (1974–1979), Minister for Foreign Affairs (1969–1974) and Vice-Chancellor (1969–1974).[400]",https://en.wikipedia.org/wiki/Walter_Scheel,2016-08-24 00:00:00,Walter Scheel,97.0,German,," politician, President of West Germany (1974–1979), Minister for Foreign Affairs (1969–1974) and Vice-Chancellor (1969–1974)",0,0,3773,390,247,333
10636,"Gregory P. Schmidt, 69, American politician, cancer.[401]",https://en.wikipedia.org/wiki/Gregory_P._Schmidt,2016-08-24 00:00:00,Gregory P. Schmidt,69.0,American,cancer, politician,0,0,675,27,15,4
10637,"Roger Y. Tsien, 64, American biochemist, Nobel Prize laureate (2008).[402]",https://en.wikipedia.org/wiki/Roger_Y._Tsien,2016-08-24 00:00:00,Roger Y. Tsien,64.0,American,," biochemist, Nobel Prize laureate (2008)",0,0,9686,589,256,525
10638,"Miguel Varela, 76, Filipino businessman.[403]",https://en.wikipedia.org/wiki/Miguel_Varela,2016-08-24 00:00:00,Miguel Varela,76.0,Filipino,, businessman,0,0,4030,23,17,13
10639,"Henning Voscherau, 75, German politician, Mayor of Hamburg (1988–1997), brain tumor.[404]",https://en.wikipedia.org/wiki/Henning_Voscherau,2016-08-24 00:00:00,Henning Voscherau,75.0,German,brain tumor, politician Mayor of Hamburg (1988–1997),0,0,2101,62,40,86
10640,"Nina Yeryomina, 82, Russian basketball player, world champion (1959).[405]",https://en.wikipedia.org/wiki/Nina_Yeryomina,2016-08-24 00:00:00,Nina Yeryomina,82.0,Russian,," basketball player, world champion (1959)",0,0,545,24,9,8
10641,"Dame Margaret Anstee, 90, British diplomat, Director-General of the UN Office in Vienna (1987–1992).[406]",https://en.wikipedia.org/wiki/Margaret_Anstee,2016-08-25 00:00:00,Dame Margaret Anstee,90.0,British,," diplomat, Director-General of the UN Office in Vienna (1987–1992)",0,0,5461,115,51,36
10642,"Robert Todd Carroll, 71, American academic, scientific skeptic and writer (The Skeptic's Dictionary), cancer.[407]",https://en.wikipedia.org/wiki/Robert_Todd_Carroll,2016-08-25 00:00:00,Robert Todd Carroll,71.0,American,cancer, academic scientific skeptic and writer (The Skeptic's Dictionary),0,0,16319,267,133,511
10643,"James Cronin, 84, American physicist, laureate of the Nobel Prize in Physics (1980).[408]",https://en.wikipedia.org/wiki/James_Cronin,2016-08-25 00:00:00,James Cronin,84.0,American,," physicist, laureate of the Nobel Prize in Physics (1980)",0,0,4768,215,167,767
10644,"Paul Dade, 64, American baseball player (Cleveland Indians, San Diego Padres), cancer.[409]",https://en.wikipedia.org/wiki/Paul_Dade,2016-08-25 00:00:00,Paul Dade,64.0,American,cancer, baseball player (Cleveland Indians San Diego Padres),0,0,1204,56,39,95
10645,"André Dehertoghe, 75, Belgian Olympic middle-distance runner (1968, 1972).[410]",https://en.wikipedia.org/wiki/Andr%C3%A9_Dehertoghe,2016-08-25 00:00:00,André Dehertoghe,75.0,Belgian,," Olympic middle-distance runner (1968, 1972)",0,0,209,10,8,8
10646,"Maria Eugénia, 89, Portuguese actress.[411]",https://en.wikipedia.org/wiki/Maria_Eug%C3%A9nia,2016-08-25 00:00:00,Maria Eugénia,89.0,Portuguese,, actress,0,0,584,29,16,9
10647,"Warren Hinckle, 77, American political journalist, pneumonia.[412]",https://en.wikipedia.org/wiki/Warren_Hinckle,2016-08-25 00:00:00,Warren Hinckle,77.0,American,pneumonia, political journalist,0,0,2346,89,44,39
10648,"Rodolfo Illanes, 58, Bolivian politician, beaten.[413]",https://en.wikipedia.org/wiki/Rodolfo_Illanes,2016-08-25 00:00:00,Rodolfo Illanes,58.0,Bolivian,beaten, politician,0,0,1352,35,19,29
10649,"Marvin Kaplan, 89, American actor (It's a Mad, Mad, Mad, Mad World, Alice, The Great Race).[414]",https://en.wikipedia.org/wiki/Marvin_Kaplan,2016-08-25 00:00:00,Marvin Kaplan,89.0,American,," actor (It's a Mad, Mad, Mad, Mad World, Alice, The Great Race)",0,0,2693,169,110,78
10650,"Anna Kurska, 87, Polish politician, member of the Senate (2001–2007).[415]",https://en.wikipedia.org/wiki/Anna_Kurska,2016-08-25 00:00:00,Anna Kurska,87.0,Polish,," politician, member of the Senate (2001–2007)",0,0,881,46,24,15
10651,"Sergey Marchuk, 64, Russian speed skater, European champion (1978).[416]",https://en.wikipedia.org/wiki/Sergey_Marchuk,2016-08-25 00:00:00,Sergey Marchuk,64.0,Russian,," speed skater, European champion (1978)",0,0,1789,24,15,49
10652,"Wynona Mulcaster, 101, Canadian painter and teacher.[417]",https://en.wikipedia.org/wiki/Wynona_Mulcaster,2016-08-25 00:00:00,Wynona Mulcaster,101.0,Canadian,, painter and teacher,0,0,4479,24,13,18
10653,"Sonia Rykiel, 86, French fashion designer.[418]",https://en.wikipedia.org/wiki/Sonia_Rykiel,2016-08-25 00:00:00,Sonia Rykiel,86.0,French,, fashion designer,0,0,5549,268,151,267
10654,"Eddy Silitonga, 65, Indonesian singer.[419]",https://en.wikipedia.org/wiki/Eddy_Silitonga,2016-08-25 00:00:00,Eddy Silitonga,65.0,Indonesian,, singer,0,0,781,2,2,2
10655,"G. Spencer-Brown, 93, English polymath.[420]",https://en.wikipedia.org/wiki/G._Spencer-Brown,2016-08-25 00:00:00,G. Spencer-Brown,93.0,English,, polymath,0,0,3337,170,96,62
10656,"Rudy Van Gelder, 91, American recording engineer.[421]",https://en.wikipedia.org/wiki/Rudy_Van_Gelder,2016-08-25 00:00:00,Rudy Van Gelder,91.0,American,, recording engineer,2,69,7719,279,137,363
10657,"Peter Barry, 88, Irish politician, Minister for Foreign Affairs (1982–1987), Tánaiste (1987), TD (1969–1997).[422]",https://en.wikipedia.org/wiki/Peter_Barry,2016-08-26 00:00:00,Peter Barry,88.0,Irish,," politician, Minister for Foreign Affairs (1982–1987), Tánaiste (1987), TD (1969–1997)",0,0,2572,196,92,218
10658,"Graham Cairns-Smith, 84, British scientist.[423]",https://en.wikipedia.org/wiki/Graham_Cairns-Smith,2016-08-26 00:00:00,Graham Cairns-Smith,84.0,British,, scientist,0,0,2164,112,75,38
10659,"Paul Comi, 84, American actor (Cape Fear, The Towering Inferno, Rawhide).[424]",https://en.wikipedia.org/wiki/Paul_Comi,2016-08-26 00:00:00,Paul Comi,84.0,American,," actor (Cape Fear, The Towering Inferno, Rawhide)",0,0,3571,161,63,41
10660,"Hatuey de Camps, 69, Dominican politician, President of the Chamber of Deputies (1979–1982), cancer.[425]",https://en.wikipedia.org/wiki/Hatuey_de_Camps,2016-08-26 00:00:00,Hatuey de Camps,69.0,Dominican,cancer, politician President of the Chamber of Deputies (1979–1982),0,0,4954,55,21,9
10661,"Joe DeMaestri, 87, American baseball player (Philadelphia/Kansas City Athletics, New York Yankees).[426]",https://en.wikipedia.org/wiki/Joe_DeMaestri,2016-08-26 00:00:00,Joe DeMaestri,87.0,American,," baseball player (Philadelphia/Kansas City Athletics, New York Yankees)",0,0,1177,74,49,53
10662,"James Doyle, 78, American politician, Mayor of Pawtucket, Rhode Island (1997–2011).[427]",https://en.wikipedia.org/wiki/James_Doyle_(politician),2016-08-26 00:00:00,James Doyle,78.0,American,," politician, Mayor of Pawtucket, Rhode Island (1997–2011)",0,0,2279,4,3,3
10663,"Bill Etra, 69, American inventor (Rutt/Etra Video Synthesizer), heart failure.[428]",https://en.wikipedia.org/wiki/Bill_Etra,2016-08-26 00:00:00,Bill Etra,69.0,American,heart failure, inventor (Rutt/Etra Video Synthesizer),0,0,2465,58,39,16
10664,"Harald Grønningen, 81, Norwegian cross-country skier, Olympic champion (1968).[429]",https://en.wikipedia.org/wiki/Harald_Gr%C3%B8nningen,2016-08-26 00:00:00,Harald Grønningen,81.0,Norwegian,," cross-country skier, Olympic champion (1968)",0,0,716,60,36,330
10665,"Phyllis Harmon, 99, American cycling advocate.[430]",https://en.wikipedia.org/wiki/Phyllis_Harmon,2016-08-26 00:00:00,Phyllis Harmon,99.0,American,, cycling advocate,0,0,2614,39,18,11
10666,"Steve Korcheck, 84, American baseball player (Washington Senators) and college president (State College of Florida, Manatee–Sarasota), heart failure.[431]",https://en.wikipedia.org/wiki/Steve_Korcheck,2016-08-26 00:00:00,Steve Korcheck,84.0,American,heart failure, baseball player (Washington Senators) and college president (State College of Florida Manatee–Sarasota),0,0,1058,28,21,27
10667,"Winfried Menrad, 77, German politician, MEP (1989–2004).[432]",https://en.wikipedia.org/wiki/Winfried_Menrad,2016-08-26 00:00:00,Winfried Menrad,77.0,German,," politician, MEP (1989–2004)",0,0,183,6,2,7
10668,"J. Alec Motyer, 91, Irish-born British biblical scholar.[433]",https://en.wikipedia.org/wiki/J._Alec_Motyer,2016-08-26 00:00:00,J. Alec Motyer,91.0,Irish-born British,, biblical scholar,0,0,750,42,15,23
10669,"Michael Phillips, British ice dancer.[434] (death announced on this date)",https://en.wikipedia.org/wiki/Michael_Phillips_(figure_skater),2016-08-26 00:00:00,Michael Phillips,,British,, ice dancer,0,0,200,27,15,75
10670,"Anton Pronk, 75, Dutch footballer (Ajax, national team), amyotrophic lateral sclerosis.[435]",https://en.wikipedia.org/wiki/Anton_Pronk,2016-08-26 00:00:00,Anton Pronk,75.0,Dutch,amyotrophic lateral sclerosis, footballer (Ajax national team),0,0,1345,20,16,19
10671,"Martyn Quayle, 57, Manx politician, member of the House of Keys (2001–2011), injuries sustained in a fall.[436]",https://en.wikipedia.org/wiki/Martyn_Quayle,2016-08-26 00:00:00,Martyn Quayle,57.0,Manx,injuries sustained in a fall, politician member of the House of Keys (2001–2011),0,0,1110,52,33,25
10672,"Davoud Rashidi, 83, Iranian actor.[437]",https://en.wikipedia.org/wiki/Davoud_Rashidi,2016-08-26 00:00:00,Davoud Rashidi,83.0,Iranian,, actor,0,0,430,74,50,37
10673,"Jānis Reinis, 55, Latvian actor (Another Mother).[438]",https://en.wikipedia.org/wiki/J%C4%81nis_Reinis,2016-08-26 00:00:00,Jānis Reinis,55.0,Latvian,, actor (Another Mother),0,0,204,28,19,18
10674,"E. Parry Thomas, 95, American banker and businessman.[439]",https://en.wikipedia.org/wiki/E._Parry_Thomas,2016-08-26 00:00:00,E. Parry Thomas,95.0,American,, banker and businessman,0,0,3562,107,42,30
10675,"Jiří Tichý, 82, Czech football player.[440]",https://en.wikipedia.org/wiki/Ji%C5%99%C3%AD_Tich%C3%BD,2016-08-26 00:00:00,Jiří Tichý,82.0,Czech,, football player,0,0,397,33,25,53
10676,"Erika Wallner, 70, Argentine actress, kidney failure.[441]",https://en.wikipedia.org/wiki/Erika_Wallner,2016-08-26 00:00:00,Erika Wallner,70.0,Argentine,kidney failure, actress,0,0,225,21,10,15
10677,"Alcindo, 71, Brazilian footballer (Grêmio), diabetes.[442]",https://en.wikipedia.org/wiki/Alcindo,2016-08-27 00:00:00,Alcindo,71.0,Brazilian,diabetes, footballer (Grêmio),0,0,716,53,39,45
10678,"Joy Browne, 71, American talk show host.[443]",https://en.wikipedia.org/wiki/Joy_Browne,2016-08-27 00:00:00,Joy Browne,71.0,American,, talk show host,1,24,3104,165,97,70
10679,"Ronnie Cope, 81, English football player and manager (Manchester United, Luton Town).[444]",https://en.wikipedia.org/wiki/Ronnie_Cope,2016-08-27 00:00:00,Ronnie Cope,81.0,English,," football player and manager (Manchester United, Luton Town)",0,0,1006,38,30,68
10680,"Tamim Chowdhury, 30, Bangladeshi-Canadian emir of ISIL in Bangladesh, shot.[445]",https://en.wikipedia.org/wiki/Tamim_Chowdhury,2016-08-27 00:00:00,Tamim Chowdhury,30.0,Bangladeshi-Canadian,shot, emir of ISIL in Bangladesh,0,0,2638,71,30,7
10681,"Alan Cuthbert, 84, British pharmacologist.[447]",https://en.wikipedia.org/wiki/Alan_Cuthbert,2016-08-27 00:00:00,Alan Cuthbert,84.0,British,, pharmacologist,0,0,470,36,20,26
10682,"Jaime Davidovich, 79, Argentine-American artist.[448]",https://en.wikipedia.org/wiki/Jaime_Davidovich,2016-08-27 00:00:00,Jaime Davidovich,79.0,Argentine-American,, artist,0,0,5846,43,24,25
10683,"Cesare Gelli, 83, Italian actor.[449]",https://en.wikipedia.org/wiki/Cesare_Gelli,2016-08-27 00:00:00,Cesare Gelli,83.0,Italian,, actor,0,0,587,2,2,6
10684,"Bill Lenkaitis, 70, American football player (New England Patriots), brain cancer.[450]",https://en.wikipedia.org/wiki/Bill_Lenkaitis,2016-08-27 00:00:00,Bill Lenkaitis,70.0,American,brain cancer, football player (New England Patriots),0,0,716,49,33,52
10685,"Li Yinyuan, 97, Chinese physicist.[451]",https://en.wikipedia.org/wiki/Li_Yinyuan,2016-08-27 00:00:00,Li Yinyuan,97.0,Chinese,, physicist,0,0,1534,3,1,145
10686,"Zenzo Matsuyama, 91, Japanese screenwriter and director.[452]",https://en.wikipedia.org/wiki/Zenzo_Matsuyama,2016-08-27 00:00:00,Zenzo Matsuyama,91.0,Japanese,, screenwriter and director,0,0,824,31,15,19
10687,"Alan Smith, 77, English footballer (Torquay).[453]","https://en.wikipedia.org/wiki/Alan_Smith_(footballer,_born_1939)",2016-08-27 00:00:00,Alan Smith,77.0,English,, footballer (Torquay),0,0,268,21,14,14
10688,"Hans Stenberg, 63, Swedish politician, MP (1991–2010).[454]",https://en.wikipedia.org/wiki/Hans_Stenberg,2016-08-27 00:00:00,Hans Stenberg,63.0,Swedish,," politician, MP (1991–2010)",0,0,144,22,16,41
10689,"Hubbard Alexander, 77, American football coach (Dallas Cowboys).[455]",https://en.wikipedia.org/wiki/Hubbard_Alexander,2016-08-28 00:00:00,Hubbard Alexander,77.0,American,, football coach (Dallas Cowboys),0,0,2547,38,6,211
10690,"Sir Ronald Arculus, 93, British diplomat and businessman, Ambassador to Italy (1979–1983).[456]",https://en.wikipedia.org/wiki/Ronald_Arculus,2016-08-28 00:00:00,Sir Ronald Arculus,93.0,British,," diplomat and businessman, Ambassador to Italy (1979–1983)",0,0,1655,6,5,9
10691,"Binyamin Ben-Eliezer, 80, Iraqi-born Israeli politician, member of the Knesset (1984–2014), Defense Minister (2001–2002), kidney disease.[457]",https://en.wikipedia.org/wiki/Binyamin_Ben-Eliezer,2016-08-28 00:00:00,Binyamin Ben-Eliezer,80.0,Iraqi-born Israeli,kidney disease, politician member of the Knesset (1984–2014) Defense Minister (2001–2002),0,0,4978,242,130,241
10692,"Mr. Fuji, 82, American professional wrestler and manager (WWF).[458]",https://en.wikipedia.org/wiki/Mr._Fuji,2016-08-28 00:00:00,Mr. Fuji,82.0,American,, professional wrestler and manager (WWF),0,0,9457,705,431,901
10693,"Juan Gabriel, 66, Mexican singer and songwriter, heart attack.[459]",https://en.wikipedia.org/wiki/Juan_Gabriel,2016-08-28 00:00:00,Juan Gabriel,66.0,Mexican,heart attack, singer and songwriter,0,0,13205,1334,603,626
10694,"Lennart Häggroth, 76, Swedish ice hockey player, world champion (1962) and Olympic silver medalist (1964).[460]",https://en.wikipedia.org/wiki/Lennart_H%C3%A4ggroth,2016-08-28 00:00:00,Lennart Häggroth,76.0,Swedish,," ice hockey player, world champion (1962) and Olympic silver medalist (1964)",0,0,620,17,10,12
10695,"Joe R. Hicks, 75, American social activist.[461]",https://en.wikipedia.org/wiki/Joe_R._Hicks,2016-08-28 00:00:00,Joe R. Hicks,75.0,American,, social activist,0,0,2613,56,31,16
10696,"Nate Hirsch, 68, American sports broadcaster (Georgia Southern Eagles).[462]",https://en.wikipedia.org/wiki/Nate_Hirsch,2016-08-28 00:00:00,Nate Hirsch,68.0,American,, sports broadcaster (Georgia Southern Eagles),0,0,1550,71,27,12
10697,"William H. Lacy, 71, American businessman, CEO of MGIC (1987–1999), respiratory failure.[463]",https://en.wikipedia.org/wiki/William_H._Lacy,2016-08-28 00:00:00,William H. Lacy,71.0,American,respiratory failure, businessman CEO of MGIC (1987–1999),0,0,661,56,34,17
10698,"Volodymyr Patyk, 89, Ukrainian artist.[464]",https://en.wikipedia.org/wiki/Volodymyr_Patyk,2016-08-28 00:00:00,Volodymyr Patyk,89.0,Ukrainian,, artist,0,0,1341,73,27,7
10699,"Ken Purchase, 77, British politician, MP (1992–2010).[465]",https://en.wikipedia.org/wiki/Ken_Purchase,2016-08-28 00:00:00,Ken Purchase,77.0,British,," politician, MP (1992–2010)",0,0,1594,89,45,34
10700,"Shahid Qadri, 74, Bangladeshi poet, kidney disease.[466]",https://en.wikipedia.org/wiki/Shahid_Qadri,2016-08-28 00:00:00,Shahid Qadri,74.0,Bangladeshi,kidney disease, poet,0,0,1882,65,31,21
10701,"Mohammad Shafi Qureshi, 86, Indian politician, Governor of Madhya Pradesh (1993–1998), Uttar Pradesh (1996, 1998), and Bihar (1991–1993).[467]",https://en.wikipedia.org/wiki/Mohammad_Shafi_Qureshi,2016-08-28 00:00:00,Mohammad Shafi Qureshi,86.0,Indian,," politician, Governor of Madhya Pradesh (1993–1998), Uttar Pradesh (1996, 1998), and Bihar (1991–1993)",0,0,1463,64,43,45
10702,"Charles Z. Smith, 89, American judge, Justice of the Washington Supreme Court (1988–2002).[468]",https://en.wikipedia.org/wiki/Charles_Z._Smith,2016-08-28 00:00:00,Charles Z. Smith,89.0,American,," judge, Justice of the Washington Supreme Court (1988–2002)",0,0,5022,33,11,11
10703,"Darrell Ward, 52, American reality television personality (Ice Road Truckers), plane crash.[469]",https://en.wikipedia.org/wiki/Darrell_Ward,2016-08-28 00:00:00,Darrell Ward,52.0,American,plane crash, reality television personality (Ice Road Truckers),0,0,578,31,11,7
10704,"Bronisław Baczko, 92, Polish philosopher.[470]",https://en.wikipedia.org/wiki/Bronis%C5%82aw_Baczko,2016-08-29 00:00:00,Bronisław Baczko,92.0,Polish,, philosopher,0,0,233,23,19,12
10705,"Ken Black, 84, Canadian politician.[471]",https://en.wikipedia.org/wiki/Ken_Black,2016-08-29 00:00:00,Ken Black,84.0,Canadian,, politician,0,0,4039,47,23,23
10706,"Joan Chambers, 86, Australian politician, member of the Victorian Legislative Assembly for Ballarat South (1979–1982).[472]",https://en.wikipedia.org/wiki/Joan_Chambers,2016-08-29 00:00:00,Joan Chambers,86.0,Australian,," politician, member of the Victorian Legislative Assembly for Ballarat South (1979–1982)",0,0,1256,5,4,21
10707,"Michael Di Pasqua, 63, American jazz drummer.[473]",https://en.wikipedia.org/wiki/Michael_Di_Pasqua,2016-08-29 00:00:00,Michael Di Pasqua,63.0,American,, jazz drummer,0,0,342,31,20,19
10708,"Dee Dowis, 48, American football player (U.S. Air Force Academy), traffic collision.[474]",https://en.wikipedia.org/wiki/Dee_Dowis,2016-08-29 00:00:00,Dee Dowis,48.0,American,traffic collision, football player (U.S. Air Force Academy),0,0,1913,72,53,24
10709,"Erwin Gabathuler, 83, Northern Irish nuclear physicist.[475]",https://en.wikipedia.org/wiki/Erwin_Gabathuler,2016-08-29 00:00:00,Erwin Gabathuler,83.0,Northern Irish,, nuclear physicist,0,0,4656,34,20,20
10710,"Yunus Jaffery, 86, Indian Persian scholar.[476]",https://en.wikipedia.org/wiki/Yunus_Jaffery,2016-08-29 00:00:00,Yunus Jaffery,86.0,Indian,, Persian scholar,0,0,999,10,7,2
10711,"Harry Jepson, 96, English rugby league administrator.[477]",https://en.wikipedia.org/wiki/Harry_Jepson,2016-08-29 00:00:00,Harry Jepson,96.0,English,, rugby league administrator,0,0,1988,39,19,50
10712,"Tommaso Labranca, 54, Italian writer.[478]",https://en.wikipedia.org/wiki/Tommaso_Labranca,2016-08-29 00:00:00,Tommaso Labranca,54.0,Italian,, writer,0,0,1214,8,3,8
10713,"Edward Latter, 88, New Zealand military officer, politician, MP for Marlborough (1975–1978), and diplomat, High Commissioner to Canada (1980–1985).[479]",https://en.wikipedia.org/wiki/Edward_Latter,2016-08-29 00:00:00,Edward Latter,88.0,New Zealand,," military officer, politician, MP for Marlborough (1975–1978), and diplomat, High Commissioner to Canada (1980–1985)",0,0,939,27,13,24
10714,"Reg Matthewson, 77, English footballer (Sheffield United, Fulham).[480]",https://en.wikipedia.org/wiki/Reg_Matthewson,2016-08-29 00:00:00,Reg Matthewson,77.0,English,," footballer (Sheffield United, Fulham)",0,0,1931,37,26,15
10715,"Anne O'Brien, 60, Irish footballer (Reims, Lazio, Trani).[481]",https://en.wikipedia.org/wiki/Anne_O%27Brien_(footballer),2016-08-29 00:00:00,Anne O'Brien,60.0,Irish,," footballer (Reims, Lazio, Trani)",0,0,3142,43,17,8
10716,"Dinanath Pathy, 74, Indian painter and art historian.[482]",https://en.wikipedia.org/wiki/Dinanath_Pathy,2016-08-29 00:00:00,Dinanath Pathy,74.0,Indian,, painter and art historian,0,0,2021,12,8,2
10717,"Ann Smyrner, 81, Danish actress (Reptilicus).[483]",https://en.wikipedia.org/wiki/Ann_Smyrner,2016-08-29 00:00:00,Ann Smyrner,81.0,Danish,, actress (Reptilicus),0,0,643,60,35,42
10718,"Gene Wilder, 83, American actor (The Producers, Willy Wonka & the Chocolate Factory, Young Frankenstein), screenwriter and author, complications of Alzheimer's disease.[484]",https://en.wikipedia.org/wiki/Gene_Wilder,2016-08-29 00:00:00,Gene Wilder,83.0,American,complications of Alzheimer's disease, actor (The Producers Willy Wonka & the Chocolate Factory Young Frankenstein) screenwriter and author,4,60,22700,2281,1321,650
10719,"Abu Mohammad al-Adnani, 38/39, Syrian Islamist leader (ISIL in Syria), bombing.[485]",https://en.wikipedia.org/wiki/Abu_Mohammad_al-Adnani,2016-08-30 00:00:00,Abu Mohammad al-Adnani,38.0,Syrian,bombing, Islamist leader (ISIL in Syria),0,0,6914,364,163,317
10720,"Eleanor Barooshian, 66, American rock musician (The Cake).[486]",https://en.wikipedia.org/wiki/Eleanor_Barooshian,2016-08-30 00:00:00,Eleanor Barooshian,66.0,American,, rock musician (The Cake),0,0,956,69,46,23
10721,"Josip Bukal, 70, Bosnian footballer.[487]",https://en.wikipedia.org/wiki/Josip_Bukal,2016-08-30 00:00:00,Josip Bukal,70.0,Bosnian,, footballer,0,0,1715,70,40,62
10722,"Věra Čáslavská, 74, Czech gymnast, Olympic champion (1964, 1968), pancreatic cancer.[488]",https://en.wikipedia.org/wiki/V%C4%9Bra_%C4%8C%C3%A1slavsk%C3%A1,2016-08-30 00:00:00,Věra Čáslavská,74.0,Czech,pancreatic cancer, gymnast Olympic champion (1964 1968),0,0,10979,342,203,274
10723,"Dan Dryden, 72, American politician, member of the South Dakota House of Representatives (since 2011), cancer.[489]",https://en.wikipedia.org/wiki/Dan_Dryden,2016-08-30 00:00:00,Dan Dryden,72.0,American,cancer, politician member of the South Dakota House of Representatives (since 2011),0,0,794,34,11,8
10724,"Dave Durie, 85, English footballer (Blackpool, Chester City).[490]",https://en.wikipedia.org/wiki/Dave_Durie,2016-08-30 00:00:00,Dave Durie,85.0,English,," footballer (Blackpool, Chester City)",0,0,3277,51,28,19
10725,"Nabile Farès, 75, Algerian-born French novelist.[491]",https://en.wikipedia.org/wiki/Nabile_Far%C3%A8s,2016-08-30 00:00:00,Nabile Farès,75.0,Algerian-born French,, novelist,0,0,1382,84,44,18
10726,"Hoot Hester, 65, American fiddle player, cancer.[492]",https://en.wikipedia.org/wiki/Hoot_Hester,2016-08-30 00:00:00,Hoot Hester,65.0,American,cancer, fiddle player,0,0,2062,129,25,216
10727,"Frederick King, 93, Canadian politician, MP (1979–1988).[493]",https://en.wikipedia.org/wiki/Frederick_King,2016-08-30 00:00:00,Frederick King,93.0,Canadian,," politician, MP (1979–1988)",0,0,780,28,17,20
10728,"David Lavery, 67, American academic and television historian (Buffy the Vampire Slayer).[494]",https://en.wikipedia.org/wiki/David_Lavery,2016-08-30 00:00:00,David Lavery,67.0,American,, academic and television historian (Buffy the Vampire Slayer),0,0,663,70,30,15
10729,"Doris McLemore, 89, American teacher, last fluent speaker of the Wichita language.[495]",https://en.wikipedia.org/wiki/Doris_McLemore,2016-08-30 00:00:00,Doris McLemore,89.0,American,," teacher, last fluent speaker of the Wichita language",0,0,1282,47,34,22
10730,"Marc Riboud, 93, French photographer.[496]",https://en.wikipedia.org/wiki/Marc_Riboud,2016-08-30 00:00:00,Marc Riboud,93.0,French,, photographer,0,0,5288,153,103,55
10731,"Brian Robinson, 76, New Zealand inorganic chemist.[497]",https://en.wikipedia.org/wiki/Brian_Robinson_(chemist),2016-08-30 00:00:00,Brian Robinson,76.0,New Zealand,, inorganic chemist,0,0,2528,6,2,7
10732,"John Sacher, 76, British retailer (Marks & Spencer).[498]",https://en.wikipedia.org/wiki/John_Sacher,2016-08-30 00:00:00,John Sacher,76.0,British,, retailer (Marks & Spencer),0,0,3989,103,5,5
10733,"Joe Sutter, 95, American aeronautical engineer, chief designer of the Boeing 747.[499]",https://en.wikipedia.org/wiki/Joe_Sutter,2016-08-30 00:00:00,Joe Sutter,95.0,American,," aeronautical engineer, chief designer of the Boeing 747",0,0,2737,180,96,59
10734,"Raymond Daveluy, 89, Canadian composer, organist, music educator and arts administrator.[500]",https://en.wikipedia.org/wiki/Raymond_Daveluy,2016-08-31 00:00:00,Raymond Daveluy,89.0,Canadian,," composer, organist, music educator and arts administrator",0,0,1955,41,25,25
10735,"Antonino Fernández Rodríguez, 98, Spanish businessman.[501]",https://en.wikipedia.org/wiki/Antonino_Fern%C3%A1ndez_Rodr%C3%ADguez,2016-08-31 00:00:00,Antonino Fernández Rodríguez,98.0,Spanish,, businessman,0,0,2916,36,17,7
10736,"Nathan Lyons, 86, American photographer.[502]",https://en.wikipedia.org/wiki/Nathan_Lyons,2016-08-31 00:00:00,Nathan Lyons,86.0,American,, photographer,0,0,6941,95,41,35
10737,"B. Daniel Riley, 70, American politician, member of the Maryland House of Delegates (1999–2003, 2007–2011).[503]",https://en.wikipedia.org/wiki/B._Daniel_Riley,2016-08-31 00:00:00,B. Daniel Riley,70.0,American,," politician, member of the Maryland House of Delegates (1999–2003, 2007–2011)",0,0,1282,61,38,35
10738,"David H. Trump, 85, British archaeologist.[504]",https://en.wikipedia.org/wiki/David_H._Trump,2016-08-31 00:00:00,David H. Trump,85.0,British,, archaeologist,0,0,483,6,4,15
10739,"Brian Wildsmith, 86, English painter and children's book illustrator.[505]",https://en.wikipedia.org/wiki/Brian_Wildsmith,2016-08-31 00:00:00,Brian Wildsmith,86.0,English,, painter and children's book illustrator,0,0,3681,65,33,19
10740,"Miles Vaughan Williams, 98, British pharmacologist.[506]",https://en.wikipedia.org/wiki/Miles_Vaughan_Williams,2016-08-31 00:00:00,Miles Vaughan Williams,98.0,British,, pharmacologist,0,0,1075,13,5,7
10741,"Kashmiri Lal Zakir, 97, Indian poet and novelist.[507]",https://en.wikipedia.org/wiki/Kashmiri_Lal_Zakir,2016-08-31 00:00:00,Kashmiri Lal Zakir,97.0,Indian,, poet and novelist,0,0,929,38,14,9
10742,"Thomas G. Doran, 80, American Roman Catholic prelate, Bishop of Rockford (1994–2012).[1]",https://en.wikipedia.org/wiki/Thomas_G._Doran,2016-09-01 00:00:00,Thomas G. Doran,80.0,American,," Roman Catholic prelate, Bishop of Rockford (1994–2012)",0,0,3039,90,51,45
10743,"Frederick Drandua, 73, Ugandan Roman Catholic prelate, Bishop of Arua (1986–2009).[2]",https://en.wikipedia.org/wiki/Frederick_Drandua,2016-09-01 00:00:00,Frederick Drandua,73.0,Ugandan,," Roman Catholic prelate, Bishop of Arua (1986–2009)",0,0,299,6,5,3
