id,text,url,death_date,name,age,nationality,claim,cause
6573,"Marian Czapla, 69, Polish painter.[264]",https://en.wikipedia.org/wiki/Marian_Czapla,2016-01-12 00:00:00,Marian Czapla,69,Polish,painter,
6574,"Gastón Guzmán, 83, Mexican mycologist and anthropologist, heart attack.[265]",https://en.wikipedia.org/wiki/Gast%C3%B3n_Guzm%C3%A1n,2016-01-12 00:00:00,Gastón Guzmán,83,Mexican,mycologist and anthropologist,heart attack
6575,"Brian Johnson, 59, Australian rugby league player and coach (St. George, Warrington), Alzheimer's disease.[266]",https://en.wikipedia.org/wiki/Brian_Johnson_(rugby_league),2016-01-12 00:00:00,Brian Johnson,59,Australian,rugby league player and coach,Alzheimer's disease
6576,"Ruth Leuwerik, 91, German film actress (The Trapp Family).[267]",https://en.wikipedia.org/wiki/Ruth_Leuwerik,2016-01-12 00:00:00,Ruth Leuwerik,91,German,film actress,
6577,"Witold Mańczak, 91, Polish linguist.[268]",https://en.wikipedia.org/wiki/Witold_Ma%C5%84czak,2016-01-12 00:00:00,Witold Mańczak,91,Polish,linguist,
6578,"Tommy Mulgrew, 86, British footballer (Southampton).[269]",https://en.wikipedia.org/wiki/Tommy_Mulgrew,2016-01-12 00:00:00,Tommy Mulgrew,86,British,footballer,
6579,"Meg Mundy, 101, American actress (Fatal Attraction, All My Children, Ordinary People).[270]",https://en.wikipedia.org/wiki/Meg_Mundy,2016-01-12 00:00:00,Meg Mundy,101,American,actress,
6580,"William Needles, 97, American-Canadian actor.[271]",https://en.wikipedia.org/wiki/William_Needles,2016-01-12 00:00:00,William Needles,97,American-Canadian,actor,
6581,"Milorad Rajović, 61, Serbian footballer.[272]",https://en.wikipedia.org/wiki/Milorad_Rajovi%C4%87,2016-01-12 00:00:00,Milorad Rajović,61,Serbian,footballer,
6582,"Dave Sime, 79, American sprinter and ophthalmologist, Olympic silver medalist (1960), cancer.[273]",https://en.wikipedia.org/wiki/Dave_Sime,2016-01-12 00:00:00,Dave Sime,79,American,sprinter and ophthalmologist,cancer
6583,"Andrew Smith, 25, American basketball player (Butler Bulldogs, Neptūnas), non-Hodgkin lymphoma.[274]",https://en.wikipedia.org/wiki/Andrew_Smith_(basketball),2016-01-12 00:00:00,Andrew Smith,25,American,basketball player,non-Hodgkin lymphoma
6584,"John Stevens, 86, British journalist.[275]",https://en.wikipedia.org/wiki/John_Stevens_(crime_reporter),2016-01-12 00:00:00,John Stevens,86,British,journalist,
6585,"Melania Ursu, 75, Romanian stage and film actress (Flames over Treasures).[276]",https://en.wikipedia.org/wiki/Melania_Ursu,2016-01-12 00:00:00,Melania Ursu,75,Romanian,stage and film actress,
6586,"Carolyn D. Wright, 67, American poet.[277]",https://en.wikipedia.org/wiki/Carolyn_D._Wright,2016-01-12 00:00:00,Carolyn D. Wright,67,American,poet,
6587,"Luis Arroyo, 88, Puerto Rican baseball player (St. Louis Cardinals, Pittsburgh Pirates, New York Yankees), winner of the 1961 World Series, cancer.[278]",https://en.wikipedia.org/wiki/Luis_Arroyo,2016-01-13 00:00:00,Luis Arroyo,88,Puerto Rican,baseball player,cancer
6588,"Brian Bedford, 80, British actor (Robin Hood, Nixon, Much Ado About Nothing), cancer.[279]",https://en.wikipedia.org/wiki/Brian_Bedford,2016-01-13 00:00:00,Brian Bedford,80,British,actor,cancer
6589,"William Craig, 97, American philosopher.[280]",https://en.wikipedia.org/wiki/William_Craig_(philosopher),2016-01-13 00:00:00,William Craig,97,American,philosopher,
6590,"Giorgio Gomelsky, 81, Georgian-born Swiss filmmaker (La Collectionneuse), impresario, band manager (The Rolling Stones, The Yardbirds), songwriter and record producer.[281]",https://en.wikipedia.org/wiki/Giorgio_Gomelsky,2016-01-13 00:00:00,Giorgio Gomelsky,81,Georgian-born Swiss,filmmaker,
6591,"Bern Herbolsheimer, 67, American composer, cancer.[282]",https://en.wikipedia.org/wiki/Bern_Herbolsheimer,2016-01-13 00:00:00,Bern Herbolsheimer,67,American,composer,cancer
6592,"J. F. R. Jacob, 92, Indian military officer.[283]",https://en.wikipedia.org/wiki/J._F._R._Jacob,2016-01-13 00:00:00,J. F. R. Jacob,92,Indian,military officer,
6593,"Sir Albert McQuarrie, 98, Scottish politician, MP for East Aberdeenshire (1979–1983) and Banff and Buchan (1983–1987).[284]",https://en.wikipedia.org/wiki/Albert_McQuarrie,2016-01-13 00:00:00,Sir Albert McQuarrie,98,Scottish,politician,
6594,"Conrad Phillips, 90, British television and film actor (The Adventures of William Tell).[285]",https://en.wikipedia.org/wiki/Conrad_Phillips,2016-01-13 00:00:00,Conrad Phillips,90,British,television and film actor,
6595,"Lawrence Phillips, 40, American football player (University of Nebraska, St. Louis Rams) and convicted felon, suicide.[286]",https://en.wikipedia.org/wiki/Lawrence_Phillips,2016-01-13 00:00:00,Lawrence Phillips,40,American,football player and convicted felon,suicide
6596,"Vladimir Pribylovsky, 59, Russian human rights activist and journalist.[287]",https://en.wikipedia.org/wiki/Vladimir_Pribylovsky,2016-01-13 00:00:00,Vladimir Pribylovsky,59,Russian,human rights activist and journalist,
6597,"Addepalli Ramamohana Rao, 80, Indian Telugu poet.[288]",https://en.wikipedia.org/wiki/Addepalli_Ramamohana_Rao,2016-01-13 00:00:00,Addepalli Ramamohana Rao,80,Indian,Telugu poet,
6598,"Mike Salmon, 82, British racing driver.[289]",https://en.wikipedia.org/wiki/Mike_Salmon_(racing_driver),2016-01-13 00:00:00,Mike Salmon,82,British,racing driver,
6599,"Jim Simpson, 88, American sportscaster (NBC Sports).[290]",https://en.wikipedia.org/wiki/Jim_Simpson_(sportscaster),2016-01-13 00:00:00,Jim Simpson,88,American,sportscaster,
6600,"Zaharije Trnavčević, 90, Serbian politician, Acting President of the National Assembly (2012).[291]",https://en.wikipedia.org/wiki/Zaharije_Trnav%C4%8Devi%C4%87,2016-01-13 00:00:00,Zaharije Trnavčević,90,Serbian,politician,
6601,"G. A. Vadivelu, 90, Indian independence activist and politician.[292]",https://en.wikipedia.org/wiki/G._A._Vadivelu,2016-01-13 00:00:00,G. A. Vadivelu,90,Indian,independence activist and politician,
6602,"Lois Weisberg, 90, American civil servant and socialite.[293]",https://en.wikipedia.org/wiki/Lois_Weisberg,2016-01-13 00:00:00,Lois Weisberg,90,American,civil servant and socialite,
6603,"Tera Wray, 33, American pornographic actress, suicide.[294]",https://en.wikipedia.org/wiki/Tera_Wray,2016-01-13 00:00:00,Tera Wray,33,American,pornographic actress,suicide
6604,"René Angélil, 73, Canadian entertainment manager (Celine Dion), throat cancer.[295]",https://en.wikipedia.org/wiki/Ren%C3%A9_Ang%C3%A9lil,2016-01-14 00:00:00,René Angélil,73,Canadian,entertainment manager,throat cancer
6605,"George Carroll, 94, American lawyer and politician, Mayor of Richmond, California (1964–1965).[296]",https://en.wikipedia.org/wiki/George_Carroll_(judge),2016-01-14 00:00:00,George Carroll,94,American,lawyer and politician,
6606,"Franco Citti, 80, Italian actor (The Godfather, Accattone, The Decameron).[297]",https://en.wikipedia.org/wiki/Franco_Citti,2016-01-14 00:00:00,Franco Citti,80,Italian,actor,
6607,"James Hannah, 71, American attorney, Chief Justice of the Arkansas Supreme Court (2005–2015).[298]",https://en.wikipedia.org/wiki/James_Hannah,2016-01-14 00:00:00,James Hannah,71,American,attorney,
6608,"Al Hart, 88, American radio host (KCBS, KNBR, WOBT).[299]",https://en.wikipedia.org/wiki/Al_Hart,2016-01-14 00:00:00,Al Hart,88,American,radio host,
6609,"Glyn W. Humphreys, 61, British neuropsychologist.[300]",https://en.wikipedia.org/wiki/Glyn_W._Humphreys,2016-01-14 00:00:00,Glyn W. Humphreys,61,British,neuropsychologist,
6610,"Anna Lærkesen, 73, Danish ballerina.[301]",https://en.wikipedia.org/wiki/Anna_L%C3%A6rkesen,2016-01-14 00:00:00,Anna Lærkesen,73,Danish,ballerina,
6611,"Franco Oppo, 80, Italian composer.[302]",https://en.wikipedia.org/wiki/Franco_Oppo,2016-01-14 00:00:00,Franco Oppo,80,Italian,composer,
6612,"P. M. K. Raghunath, 65, Indian cricketer.[303]",https://en.wikipedia.org/wiki/P._M._K._Raghunath,2016-01-14 00:00:00,P. M. K. Raghunath,65,Indian,cricketer,
6613,"Alan Rickman, 69, English actor (Harry Potter, Die Hard, Love Actually), pancreatic cancer.[304]",https://en.wikipedia.org/wiki/Alan_Rickman,2016-01-14 00:00:00,Alan Rickman,69,English,actor,pancreatic cancer
6614,"Shaolin, 44, Brazilian humorist, heart attack.[305]",https://en.wikipedia.org/wiki/Shaolin_(humorist),2016-01-14 00:00:00,Shaolin,44,Brazilian,humorist,heart attack
6615,"Robert Banks Stewart, 84, Scottish television writer (Doctor Who, Bergerac, Shoestring), cancer.[306]",https://en.wikipedia.org/wiki/Robert_Banks_Stewart,2016-01-14 00:00:00,Robert Banks Stewart,84,Scottish,television writer,cancer
6616,"Sergio Vacchi, 90, Italian painter.[307]",https://en.wikipedia.org/wiki/Sergio_Vacchi,2016-01-14 00:00:00,Sergio Vacchi,90,Italian,painter,
6617,"Rajesh Vivek, 66, Indian actor (Lagaan), heart attack.[308]",https://en.wikipedia.org/wiki/Rajesh_Vivek,2016-01-14 00:00:00,Rajesh Vivek,66,Indian,actor,heart attack
6618,"Ellen Meiksins Wood, 73, American historian, cancer.[309]",https://en.wikipedia.org/wiki/Ellen_Meiksins_Wood,2016-01-14 00:00:00,Ellen Meiksins Wood,73,American,historian,cancer
6619,"Leonid Zhabotinsky, 77, Ukrainian Soviet weightlifter, Olympic champion (1964, 1968).[310]",https://en.wikipedia.org/wiki/Leonid_Zhabotinsky,2016-01-14 00:00:00,Leonid Zhabotinsky,77,Ukrainian Soviet,weightlifter,
6620,"Tunku Alif Hussein Saifuddin Al-Amin, 31, Malaysian royal.[311]",https://en.wikipedia.org/wiki/Tunku_Alif_Hussein_Saifuddin_Al-Amin,2016-01-15 00:00:00,Tunku Alif Hussein Saifuddin Al-Amin,31,Malaysian,royal,
6621,"Francisco X. Alarcón, 61, American poet, cancer.[312]",https://en.wikipedia.org/wiki/Francisco_X._Alarc%C3%B3n,2016-01-15 00:00:00,Francisco X. Alarcón,61,American,poet,cancer
6622,"Peter Atteslander, 89, Swiss sociologist.[313]",https://en.wikipedia.org/wiki/Peter_Atteslander,2016-01-15 00:00:00,Peter Atteslander,89,Swiss,sociologist,
6623,"James Birren, 97, American gerontologist.[314]",https://en.wikipedia.org/wiki/James_Birren,2016-01-15 00:00:00,James Birren,97,American,gerontologist,
6624,"Daniel Joseph Bohan, 74, Canadian Roman Catholic prelate, Archbishop of Regina (since 2005), cancer.[315]",https://en.wikipedia.org/wiki/Daniel_Joseph_Bohan,2016-01-15 00:00:00,Daniel Joseph Bohan,74,Canadian,Roman Catholic prelate,cancer
6625,"Noreen Corcoran, 72, American actress (The Girls on the Beach, Gidget Goes to Rome, Bachelor Father), cardiopulmonary disease.[316]",https://en.wikipedia.org/wiki/Noreen_Corcoran,2016-01-15 00:00:00,Noreen Corcoran,72,American,actress,cardiopulmonary disease
6626,"Robert Darène, 102, French actor (The Cage).[317]",https://en.wikipedia.org/wiki/Robert_Dar%C3%A8ne,2016-01-15 00:00:00,Robert Darène,102,French,actor,
6627,"Robin Fletcher, 93, British academic administrator and field hockey player, Olympic bronze medallist (1952).[318]",https://en.wikipedia.org/wiki/Robin_Fletcher,2016-01-15 00:00:00,Robin Fletcher,93,British,academic administrator and field hockey player,
6628,"Anil Ganguly, 82, Indian film director (Kora Kagaz, Tapasya).[319]",https://en.wikipedia.org/wiki/Anil_Ganguly,2016-01-15 00:00:00,Anil Ganguly,82,Indian,film director,
6629,"Marie L. Garibaldi, 81, American judge, first woman to serve on the New Jersey Supreme Court.[320]",https://en.wikipedia.org/wiki/Marie_L._Garibaldi,2016-01-15 00:00:00,Marie L. Garibaldi,81,American,judge,
6630,"Dan Haggerty, 74, American actor (The Life and Times of Grizzly Adams), spinal cancer.[321]",https://en.wikipedia.org/wiki/Dan_Haggerty,2016-01-15 00:00:00,Dan Haggerty,74,American,actor,spinal cancer
6631,"Pete Huttlinger, 54, American guitarist (John Denver, LeAnn Rimes), stroke.[322]",https://en.wikipedia.org/wiki/Pete_Huttlinger,2016-01-15 00:00:00,Pete Huttlinger,54,American,guitarist,stroke
6632,"Avrom Isaacs, 89, Canadian art dealer.[323]",https://en.wikipedia.org/wiki/Avrom_Isaacs,2016-01-15 00:00:00,Avrom Isaacs,89,Canadian,art dealer,
6633,"Ken Judge, 58, Australian football player (East Fremantle, Hawthorn, Brisbane Bears) and coach (Hawthorn, West Coast Eagles), cancer.[324]",https://en.wikipedia.org/wiki/Ken_Judge,2016-01-15 00:00:00,Ken Judge,58,Australian,football player and coach,cancer
6634,"Andrzej Kotkowski, 75, Polish film director (Olympics 40).[325]",https://en.wikipedia.org/wiki/Andrzej_Kotkowski,2016-01-15 00:00:00,Andrzej Kotkowski,75,Polish,film director,
6635,"P. J. Mara, 73, Irish public affairs consultant, Senator (1977–1981, 1982–1983).[326]",https://en.wikipedia.org/wiki/P._J._Mara,2016-01-15 00:00:00,P. J. Mara,73,Irish,public affairs consultant,
6636,"Rex Morgan, 67, American basketball player (Boston Celtics), throat cancer.[327]",https://en.wikipedia.org/wiki/Rex_Morgan_(basketball),2016-01-15 00:00:00,Rex Morgan,67,American,basketball player,throat cancer
6637,"John J. Pruis, 92, American educator, President of Ball State University (1968–1978).[328]",https://en.wikipedia.org/wiki/John_J._Pruis,2016-01-15 00:00:00,John J. Pruis,92,American,educator,
6638,"Alexandre Reza, 93, Russian-born French jeweler.[329]",https://en.wikipedia.org/wiki/Alexandre_Reza,2016-01-15 00:00:00,Alexandre Reza,93,Russian-born French,jeweler,
6639,"Oleksandr Shevchenko, 78, Ukrainian scientist, jurist and politician, member of the Verkhovna Rada (2012–2014).[330]",https://en.wikipedia.org/wiki/Oleksandr_Shevchenko,2016-01-15 00:00:00,Oleksandr Shevchenko,78,Ukrainian,scientist,
6640,"Grzegorz Strouhal, 73, Polish Olympic sport shooter.[1]",https://en.wikipedia.org/wiki/Grzegorz_Strouhal,2016-01-15 00:00:00,Grzegorz Strouhal,73,Polish,Olympic sport shooter,
6641,"Manuel Velázquez, 72, Spanish footballer (Real Madrid, Rayo Vallecano, Málaga), winner of the 1965–66 European Cup.[331]",https://en.wikipedia.org/wiki/Manuel_Vel%C3%A1zquez,2016-01-15 00:00:00,Manuel Velázquez,72,Spanish,footballer,
6642,"Aristide von Bienefeldt, 56, Dutch writer.[332]",https://en.wikipedia.org/wiki/Aristide_von_Bienefeldt,2016-01-15 00:00:00,Aristide von Bienefeldt,56,Dutch,writer,
6643,"Buzzy Wilkinson, 83, American basketball player (Virginia Cavaliers).[333]",https://en.wikipedia.org/wiki/Buzzy_Wilkinson,2016-01-15 00:00:00,Buzzy Wilkinson,83,American,basketball player,
6644,"Joannis Avramidis, 93, Georgian-born Austrian sculptor.[334]",https://en.wikipedia.org/wiki/Joannis_Avramidis,2016-01-16 00:00:00,Joannis Avramidis,93,Georgian-born Austrian,sculptor,
6645,"Joan Balzar, 87, Canadian artist.[335]",https://en.wikipedia.org/wiki/Joan_Balzar,2016-01-16 00:00:00,Joan Balzar,87,Canadian,artist,
6646,"Theodor Danetti, 89, Romanian stage and film actor.[336]",https://en.wikipedia.org/wiki/Theodor_Danetti,2016-01-16 00:00:00,Theodor Danetti,89,Romanian,stage and film actor,
6647,"Ananda Chandra Dutta, 92, Indian botanist.[337]",https://en.wikipedia.org/wiki/Ananda_Chandra_Dutta,2016-01-16 00:00:00,Ananda Chandra Dutta,92,Indian,botanist,
6648,"Thor Furulund, 72, Norwegian painter.[338]",https://en.wikipedia.org/wiki/Thor_Furulund,2016-01-16 00:00:00,Thor Furulund,72,Norwegian,painter,
6649,"Hubert Giraud, 94, French songwriter.[339]",https://en.wikipedia.org/wiki/Hubert_Giraud_(composer),2016-01-16 00:00:00,Hubert Giraud,94,French,songwriter,
6650,"Bob Harkey, 85, American racecar driver (USAC).[340]",https://en.wikipedia.org/wiki/Bob_Harkey,2016-01-16 00:00:00,Bob Harkey,85,American,racecar driver,
6651,"Joe Hergert, 79, American football player (Buffalo Bills).[341]",https://en.wikipedia.org/wiki/Joe_Hergert,2016-01-16 00:00:00,Joe Hergert,79,American,football player,
6652,"Georgie Lamon, 81, Swiss politician.[342]",https://en.wikipedia.org/wiki/Georgie_Lamon,2016-01-16 00:00:00,Georgie Lamon,81,Swiss,politician,
6653,"Gary Loizzo, 70, American singer (The American Breed), pancreatic cancer.[343]",https://en.wikipedia.org/wiki/Gary_Loizzo,2016-01-16 00:00:00,Gary Loizzo,70,American,singer,pancreatic cancer
6654,"Ted Marchibroda, 84, American football player (Pittsburgh Steelers, Chicago Cardinals) and coach (Baltimore Colts, Baltimore Ravens).[344]",https://en.wikipedia.org/wiki/Ted_Marchibroda,2016-01-16 00:00:00,Ted Marchibroda,84,American,football player and coach,
6655,"Rudy Migay, 87, Canadian ice hockey player (Toronto Maple Leafs).[345]",https://en.wikipedia.org/wiki/Rudy_Migay,2016-01-16 00:00:00,Rudy Migay,87,Canadian,ice hockey player,
6656,"John Mills, 85, Canadian writer.[346]",https://en.wikipedia.org/wiki/John_Mills_(writer),2016-01-16 00:00:00,John Mills,85,Canadian,writer,
6657,"Carmelau Monestime, 86, Haitian-born American activist and radio broadcaster, pioneer of Haitian Creole radio in South Florida.[347]",https://en.wikipedia.org/wiki/Carmelau_Monestime,2016-01-16 00:00:00,Carmelau Monestime,86,Haitian-born American,activist and radio broadcaster,
6658,"Jean-Noël Rey, 66, Swiss businessman, CEO of Swiss Post.[348]",https://en.wikipedia.org/wiki/Jean-No%C3%ABl_Rey,2016-01-16 00:00:00,Jean-Noël Rey,66,Swiss,businessman,
6659,"Lloyd Rudolph, 88, American political scientist.[349]",https://en.wikipedia.org/wiki/Lloyd_Rudolph,2016-01-16 00:00:00,Lloyd Rudolph,88,American,political scientist,
6660,"Leonidas B. Young, II, 62, American politician, Mayor of Richmond, Virginia (1994–1996).[350]","https://en.wikipedia.org/wiki/Leonidas_B._Young,_II",2016-01-16 00:00:00,"Leonidas B. Young, II",62,American,politician,
6661,"Reza Ahadi, 53, Iranian football player and coach.[351]",https://en.wikipedia.org/wiki/Reza_Ahadi,2016-01-17 00:00:00,Reza Ahadi,53,Iranian,football player and coach,
6662,"Peggy Anderson, 77, American author.[352]",https://en.wikipedia.org/wiki/Peggy_Anderson,2016-01-17 00:00:00,Peggy Anderson,77,American,author,
6663,"Blowfly, 76, American musician and producer, liver cancer.[353]",https://en.wikipedia.org/wiki/Blowfly_(musician),2016-01-17 00:00:00,Blowfly,76,American,musician and producer,liver cancer
6664,"Olamide David, 14, Nigerian actor.[354]",https://en.wikipedia.org/wiki/Olamide_David,2016-01-17 00:00:00,Olamide David,14,Nigerian,actor,
6665,"Melvin Day, 92, New Zealand artist.[355]",https://en.wikipedia.org/wiki/Melvin_Day,2016-01-17 00:00:00,Melvin Day,92,New Zealand,artist,
6666,"Jo De Winter, 94, American actress (Gloria, Dirty Harry, Bird).[356]",https://en.wikipedia.org/wiki/Jo_De_Winter,2016-01-17 00:00:00,Jo De Winter,94,American,actress,
6667,"Geethapriya, 83, Indian director (Mannina Maga).[357]",https://en.wikipedia.org/wiki/Geethapriya,2016-01-17 00:00:00,Geethapriya,83,Indian,director,
6668,"Mic Gillette, 64, American brass player (Tower of Power), heart attack.[358]",https://en.wikipedia.org/wiki/Mic_Gillette,2016-01-17 00:00:00,Mic Gillette,64,American,brass player,heart attack
6669,"Dale Griffin, 67, British drummer (Mott the Hoople), Alzheimer's disease.[359]",https://en.wikipedia.org/wiki/Dale_Griffin,2016-01-17 00:00:00,Dale Griffin,67,British,drummer,Alzheimer's disease
6670,"Gottfried Honegger, 98, Swiss artist and graphic designer.[361]",https://en.wikipedia.org/wiki/Gottfried_Honegger,2016-01-17 00:00:00,Gottfried Honegger,98,Swiss,artist and graphic designer,
6671,"Carina Jaarnek, 53, Swedish singer and Dansband artist, cerebral haemorrhage.[362]",https://en.wikipedia.org/wiki/Carina_Jaarnek,2016-01-17 00:00:00,Carina Jaarnek,53,Swedish,singer and Dansband artist,cerebral haemorrhage
6672,"Raymond Laborde, 88, American politician.[363]",https://en.wikipedia.org/wiki/Raymond_Laborde,2016-01-17 00:00:00,Raymond Laborde,88,American,politician,
6673,"Stephen Levine, 78, American poet.[364]",https://en.wikipedia.org/wiki/Stephen_Levine_(author),2016-01-17 00:00:00,Stephen Levine,78,American,poet,
6674,"Jules Le Lievre, 82, New Zealand rugby union player (Canterbury, national team).[365]",https://en.wikipedia.org/wiki/Jules_Le_Lievre,2016-01-17 00:00:00,Jules Le Lievre,82,New Zealand,rugby union player,
6675,"Sherron Mills, 44, American basketball player (BCM Gravelines), amyotrophic lateral sclerosis.[366]",https://en.wikipedia.org/wiki/Sherron_Mills,2016-01-17 00:00:00,Sherron Mills,44,American,basketball player,amyotrophic lateral sclerosis
6676,"Ion Panțuru, 81, Romanian bobsledder, Olympic bronze medalist (1968).[367]",https://en.wikipedia.org/wiki/Ion_Pan%C8%9Buru,2016-01-17 00:00:00,Ion Panțuru,81,Romanian,bobsledder,
6677,"Delphine Parrott, 87, British immunologist.[368]",https://en.wikipedia.org/wiki/Delphine_Parrott,2016-01-17 00:00:00,Delphine Parrott,87,British,immunologist,
6678,"Billy Quinn, 80, Irish hurler.[369]",https://en.wikipedia.org/wiki/Billy_Quinn_(hurler),2016-01-17 00:00:00,Billy Quinn,80,Irish,hurler,
6679,"V. Rama Rao, 80, Indian politician, Governor of Sikkim (2002–2007).[370]",https://en.wikipedia.org/wiki/V._Rama_Rao,2016-01-17 00:00:00,V. Rama Rao,80,Indian,politician,
6680,"Josef Rösch, 90, Czech-born American radiologist.[371]",https://en.wikipedia.org/wiki/Josef_R%C3%B6sch,2016-01-17 00:00:00,Josef Rösch,90,Czech-born American,radiologist,
6681,"Angus Ross, 49, Scottish darts player, pancreatic cancer.[372]",https://en.wikipedia.org/wiki/Angus_Ross,2016-01-17 00:00:00,Angus Ross,49,Scottish,darts player,pancreatic cancer
6682,"Ramblin' Lou Schriver, 86, American country musician and radio broadcaster (WXRL), heart disease.[373]",https://en.wikipedia.org/wiki/Ramblin%27_Lou_Schriver,2016-01-17 00:00:00,Ramblin' Lou Schriver,86,American,country musician and radio broadcaster,heart disease
6683,"Francis B. Schulte, 89, American Roman Catholic prelate, Archbishop of New Orleans (1988–2001).[374]",https://en.wikipedia.org/wiki/Francis_B._Schulte,2016-01-17 00:00:00,Francis B. Schulte,89,American,Roman Catholic prelate,
6684,"Mike Sharpe, 64, Canadian professional wrestler (WWF).[375]",https://en.wikipedia.org/wiki/Mike_Sharpe,2016-01-17 00:00:00,Mike Sharpe,64,Canadian,professional wrestler,
6685,"John Taihuttu, 61, Dutch footballer (VVV, Fortuna Sittard).[376]",https://en.wikipedia.org/wiki/John_Taihuttu,2016-01-17 00:00:00,John Taihuttu,61,Dutch,footballer,
6686,"Sudhindra Thirtha, 89, Indian Hindu religious leader.[377]",https://en.wikipedia.org/wiki/Sudhindra_Thirtha,2016-01-17 00:00:00,Sudhindra Thirtha,89,Indian,Hindu religious leader,
6687,"Jenő Váncsa, 87, Hungarian politician, Minister of Agriculture and Food (1980–1989).[378]",https://en.wikipedia.org/wiki/Jen%C5%91_V%C3%A1ncsa,2016-01-17 00:00:00,Jenő Váncsa,87,Hungarian,politician,
6688,"Leila Alaoui, 33, French-born Moroccan artist and photographer, injuries sustained from 2016 Ouagadougou attacks.[379]",https://en.wikipedia.org/wiki/Leila_Alaoui,2016-01-18 00:00:00,Leila Alaoui,33,French-born Moroccan,artist and photographer,injuries sustained from 2016 Ouagadougou attacks
6689,"António de Almeida Santos, 89, Portuguese lawyer and politician, President of Assembly of the Republic (1995–2002).[380]",https://en.wikipedia.org/wiki/Ant%C3%B3nio_de_Almeida_Santos,2016-01-18 00:00:00,António de Almeida Santos,89,Portuguese,lawyer and politician,
6690,"Johnny Bach, 91, American basketball player (Boston Celtics) and coach (Fordham University, Penn State, Chicago Bulls).[381]",https://en.wikipedia.org/wiki/Johnny_Bach,2016-01-18 00:00:00,Johnny Bach,91,American,basketball player and coach,
6691,"Terence Cook, 88, Welsh rugby union and rugby league footballer.[382]",https://en.wikipedia.org/wiki/Terence_Cook,2016-01-18 00:00:00,Terence Cook,88,Welsh,rugby union and rugby league footballer,
6692,"Pierre DesRuisseaux, 70, Canadian poet.[383]",https://en.wikipedia.org/wiki/Pierre_DesRuisseaux,2016-01-18 00:00:00,Pierre DesRuisseaux,70,Canadian,poet,
6693,"Glenn Frey, 67, American songwriter, musician (Eagles) and actor (Jerry Maguire), complications following intestinal surgery.[384]",https://en.wikipedia.org/wiki/Glenn_Frey,2016-01-18 00:00:00,Glenn Frey,67,American,songwriter,complications following intestinal surgery
6694,"Karsten Isachsen, 71, Norwegian priest, author and public speaker.[385]",https://en.wikipedia.org/wiki/Karsten_Isachsen,2016-01-18 00:00:00,Karsten Isachsen,71,Norwegian,priest,
6695,"Andy Dog Johnson, 57, British artist, designer of many The The record sleeves.[386]",https://en.wikipedia.org/wiki/Andy_Dog_Johnson,2016-01-18 00:00:00,Andy Dog Johnson,57,British,artist,
6696,"Lars Roar Langslet, 79, Norwegian politician, Minister of Culture and Science (1982–1986).[387]",https://en.wikipedia.org/wiki/Lars_Roar_Langslet,2016-01-18 00:00:00,Lars Roar Langslet,79,Norwegian,politician,
6697,"Armando Loaiza, 72, Bolivian diplomat and politician, Foreign Minister (2005–2006).[388]",https://en.wikipedia.org/wiki/Armando_Loaiza,2016-01-18 00:00:00,Armando Loaiza,72,Bolivian,diplomat and politician,
6698,"Oleksiy Logvynenko, 69, Ukrainian translator (The Catcher in the Rye).[389]",https://en.wikipedia.org/wiki/Oleksiy_Logvynenko,2016-01-18 00:00:00,Oleksiy Logvynenko,69,Ukrainian,translator,
6699,"Loredana, 91, Italian actress (Immigrants, The King's Jester, La Fornarina).[390]",https://en.wikipedia.org/wiki/Loredana_(actress),2016-01-18 00:00:00,Loredana,91,Italian,actress,
6700,"Mike MacDowel, 83, British racing driver (Cooper), cancer.[391]",https://en.wikipedia.org/wiki/Mike_MacDowel,2016-01-18 00:00:00,Mike MacDowel,83,British,racing driver,cancer
6701,"Pablo Manavello, 65, Italian-born Venezuelan musician.[392]",https://en.wikipedia.org/wiki/Pablo_Manavello,2016-01-18 00:00:00,Pablo Manavello,65,Italian-born Venezuelan,musician,
6702,"William Morgan, 85, American architect.[393]",https://en.wikipedia.org/wiki/William_Morgan_(architect),2016-01-18 00:00:00,William Morgan,85,American,architect,
6703,"Else Marie Pade, 91, Danish composer.[394]",https://en.wikipedia.org/wiki/Else_Marie_Pade,2016-01-18 00:00:00,Else Marie Pade,91,Danish,composer,
6704,"Asha Patil, 79, Indian actress.[395]",https://en.wikipedia.org/wiki/Asha_Patil,2016-01-18 00:00:00,Asha Patil,79,Indian,actress,
6705,"Bharat Shah, 70, Indian cricketer.[396]",https://en.wikipedia.org/wiki/Bharat_Shah_(cricketer),2016-01-18 00:00:00,Bharat Shah,70,Indian,cricketer,
6706,"T. S. Sinnathuray, 85, Singaporean Supreme Court judge, pneumonia.[397]",https://en.wikipedia.org/wiki/T._S._Sinnathuray,2016-01-18 00:00:00,T. S. Sinnathuray,85,Singaporean,Supreme Court judge,pneumonia
6707,"Antonella Steni, 89, Italian actress (The Tiger and the Pussycat, Kaputt Mundi, Nel sole).[398]",https://en.wikipedia.org/wiki/Antonella_Steni,2016-01-18 00:00:00,Antonella Steni,89,Italian,actress,
6708,"Michel Tournier, 91, French writer (Friday, or, The Other Island, The Erl-King).[399]",https://en.wikipedia.org/wiki/Michel_Tournier,2016-01-18 00:00:00,Michel Tournier,91,French,writer,
