id,text,url,death_date,name,age,nationality,claim,cause
6709,"Nicolaus Zwetnow, 86, Norwegian sport shooter.[400]",https://en.wikipedia.org/wiki/Nicolaus_Zwetnow,2016-01-18 00:00:00,Nicolaus Zwetnow,86,Norwegian,sport shooter,
6710,"William G. Bowdler, 91, American diplomat, Ambassador to South Africa (1975–1978).[401]",https://en.wikipedia.org/wiki/William_G._Bowdler,2016-01-19 00:00:00,William G. Bowdler,91,American,diplomat,
6711,"Robert M. Carter, 73, British-born Australian marine geologist and climate sceptic, complications from a heart attack.[402]",https://en.wikipedia.org/wiki/Robert_M._Carter,2016-01-19 00:00:00,Robert M. Carter,73,British-born Australian,marine geologist and climate sceptic,complications from a heart attack
6712,"Antonia Churchill, 96, American Olympic sailor (1936).[403]⋅",https://en.wikipedia.org/wiki/Antonia_Churchill,2016-01-19 00:00:00,Antonia Churchill,96,American,Olympic sailor,
6713,"John Corcoran, 56, Irish sports administrator.[404]",https://en.wikipedia.org/wiki/John_Corcoran_(Gaelic_football_selector),2016-01-19 00:00:00,John Corcoran,56,Irish,sports administrator,
6714,"Jean-Philippe Douin, 75, French military officer, Chief of the Defence Staff (1995–1998).[405]",https://en.wikipedia.org/wiki/Jean-Philippe_Douin,2016-01-19 00:00:00,Jean-Philippe Douin,75,French,military officer,
6715,"Joachim Fernandez, 43, Senegalese footballer.[406]",https://en.wikipedia.org/wiki/Joachim_Fernandez,2016-01-19 00:00:00,Joachim Fernandez,43,Senegalese,footballer,
6716,"M. K. A. D. S. Gunawardana, 68, Sri Lankan politician, Minister of Land (since 2015).[407]",https://en.wikipedia.org/wiki/M._K._A._D._S._Gunawardana,2016-01-19 00:00:00,M. K. A. D. S. Gunawardana,68,Sri Lankan,politician,
6717,"Yasutaro Koide, 112, Japanese supercentenarian, world's oldest living man, heart failure and pneumonia.[408]",https://en.wikipedia.org/wiki/Yasutaro_Koide,2016-01-19 00:00:00,Yasutaro Koide,112,Japanese,supercentenarian,heart failure and pneumonia
6718,"Claude Lefebvre, 86, Canadian politician, Mayor of Laval, Quebec (1981–1989).[409]",https://en.wikipedia.org/wiki/Claude_Lefebvre_(politician),2016-01-19 00:00:00,Claude Lefebvre,86,Canadian,politician,
6719,"Laurence Lerner, 90, South African born British literary critic.[410]",https://en.wikipedia.org/wiki/Laurence_Lerner,2016-01-19 00:00:00,Laurence Lerner,90,South African-born British,literary critic,
6720,"Richard Levins, 85, American mathematical ecologist and population geneticist.[411]",https://en.wikipedia.org/wiki/Richard_Levins,2016-01-19 00:00:00,Richard Levins,85,American,mathematical ecologist and population geneticist,
6721,"Forrest McDonald, 89, American historian and constitutional scholar.[412]",https://en.wikipedia.org/wiki/Forrest_McDonald,2016-01-19 00:00:00,Forrest McDonald,89,American,historian and constitutional scholar,
6722,"Sylvia McLaughlin, 99, American environmentalist, co-founder of Save the Bay.[413]",https://en.wikipedia.org/wiki/Sylvia_McLaughlin,2016-01-19 00:00:00,Sylvia McLaughlin,99,American,environmentalist,
6723,"Micole Mercurio, 77, American actress (Flashdance, What Lies Beneath, The Client).[414]",https://en.wikipedia.org/wiki/Micole_Mercurio,2016-01-19 00:00:00,Micole Mercurio,77,American,actress,
6724,"Lou Michaels, 80, American football player (Los Angeles Rams, Pittsburgh Steelers, Baltimore Colts), pancreatic cancer.[415]",https://en.wikipedia.org/wiki/Lou_Michaels,2016-01-19 00:00:00,Lou Michaels,80,American,football player,pancreatic cancer
6725,"Max Nijman, 74, Surinamese singer.[416]",https://en.wikipedia.org/wiki/Max_Nijman,2016-01-19 00:00:00,Max Nijman,74,Surinamese,singer,
6726,"Samuel Odulana Odungade I, 101, Nigerian royal, Olubadan of Ibadan (since 2007).[417]",https://en.wikipedia.org/wiki/Samuel_Odulana_Odungade_I,2016-01-19 00:00:00,Samuel Odulana Odungade I,101,Nigerian,royal,
6727,"Ettore Scola, 84, Italian film director and screenwriter (We All Loved Each Other So Much, A Special Day, Le Bal).[418]",https://en.wikipedia.org/wiki/Ettore_Scola,2016-01-19 00:00:00,Ettore Scola,84,Italian,film director and screenwriter,
6728,"Sheila Sim, Lady Attenborough, 93, English actress (A Canterbury Tale, Pandora and the Flying Dutchman, West of Zanzibar), dementia.[419]",https://en.wikipedia.org/wiki/Sheila_Sim,2016-01-19 00:00:00,"Sheila Sim, Lady Attenborough",93,English,actress,dementia
6729,"William Y. Smith, 90, American air force general, heart failure.[420]",https://en.wikipedia.org/wiki/William_Y._Smith,2016-01-19 00:00:00,William Y. Smith,90,American,air force general,heart failure
6730,"Frank Sullivan, 85, American baseball player (Boston Red Sox, Philadelphia Phillies, Minnesota Twins), pneumonia.[421]",https://en.wikipedia.org/wiki/Frank_Sullivan_(baseball),2016-01-19 00:00:00,Frank Sullivan,85,American,baseball player,pneumonia
6731,"Herbert L. Abrams, 95, American physician.[422]",https://en.wikipedia.org/wiki/Herbert_L._Abrams,2016-01-20 00:00:00,Herbert L. Abrams,95,American,physician,
6732,"Lee Abramson, 45, American composer and musician.[423]",https://en.wikipedia.org/wiki/Lee_Abramson,2016-01-20 00:00:00,Lee Abramson,45,American,composer and musician,
6733,"Bud Beardmore, 76, American lacrosse coach (Maryland), Parkinson's disease.[425]",https://en.wikipedia.org/wiki/Bud_Beardmore,2016-01-20 00:00:00,Bud Beardmore,76,American,lacrosse coach,Parkinson's disease
6734,"Constance Beresford-Howe, 93, Canadian novelist.[426]",https://en.wikipedia.org/wiki/Constance_Beresford-Howe,2016-01-20 00:00:00,Constance Beresford-Howe,93,Canadian,novelist,
6735,"Subrata Bose, 83, Indian politician.[427]",https://en.wikipedia.org/wiki/Subrata_Bose,2016-01-20 00:00:00,Subrata Bose,83,Indian,politician,
6736,"Mykolas Burokevičius, 88, Lithuanian politician, member of the Politburo of the CPSU Central Committee.[428]",https://en.wikipedia.org/wiki/Mykolas_Burokevi%C4%8Dius,2016-01-20 00:00:00,Mykolas Burokevičius,88,Lithuanian,politician,
6737,"Chang Yung-fa, 88, Taiwanese businessman (Evergreen Group).[429]",https://en.wikipedia.org/wiki/Chang_Yung-fa,2016-01-20 00:00:00,Chang Yung-fa,88,Taiwanese,businessman,
6738,"Edmonde Charles-Roux, 95, French writer.[430]",https://en.wikipedia.org/wiki/Edmonde_Charles-Roux,2016-01-20 00:00:00,Edmonde Charles-Roux,95,French,writer,
6739,"Stuart Cowden, 90, English footballer (Stoke City).[431]",https://en.wikipedia.org/wiki/Stuart_Cowden,2016-01-20 00:00:00,Stuart Cowden,90,English,footballer,
6740,"Bairbre Dowling, 62, Irish actress (Zardoz, The Dead, War of the Buttons).[432]",https://en.wikipedia.org/wiki/Bairbre_Dowling,2016-01-20 00:00:00,Bairbre Dowling,62,Irish,actress,
6741,"Ronald Greenwald, 82, American rabbi.[433]",https://en.wikipedia.org/wiki/Ronald_Greenwald,2016-01-20 00:00:00,Ronald Greenwald,82,American,rabbi,
6742,"David G. Hartwell, 74, American editor, publisher and critic, injuries from a fall.[434]",https://en.wikipedia.org/wiki/David_G._Hartwell,2016-01-20 00:00:00,David G. Hartwell,74,American,editor,injuries from a fall
6743,"Hung-ta Chang, 102, Chinese botanist.[435]",https://en.wikipedia.org/wiki/Hung-ta_Chang,2016-01-20 00:00:00,Hung-ta Chang,102,Chinese,botanist,
6744,"Brian Key, 68, British politician, MEP for Yorkshire South (1979–1984).[436]",https://en.wikipedia.org/wiki/Brian_Key,2016-01-20 00:00:00,Brian Key,68,British,politician,
6745,"Eva Schorr, 88, German painter and composer.[438]",https://en.wikipedia.org/wiki/Eva_Schorr,2016-01-20 00:00:00,Eva Schorr,88,German,painter and composer,
6746,"George Weidenfeld, Baron Weidenfeld, 96, Austrian-born British publisher, philanthropist, and newspaper columnist.[439]","https://en.wikipedia.org/wiki/George_Weidenfeld,_Baron_Weidenfeld",2016-01-20 00:00:00,"George Weidenfeld, Baron Weidenfeld",96,Austrian-born British,publisher,
6747,"Edward Yourdon, 72, American computer scientist.[440]",https://en.wikipedia.org/wiki/Edward_Yourdon,2016-01-20 00:00:00,Edward Yourdon,72,American,computer scientist,
6748,"Ron Collins, 59, Canadian curler.[441]",https://en.wikipedia.org/wiki/Ron_Collins_(curler),2016-01-21 00:00:00,Ron Collins,59,Canadian,curler,
6749,"Bill Johnson, 55, American alpine skier, Olympic champion (1984).[442]",https://en.wikipedia.org/wiki/Bill_Johnson_(skier),2016-01-21 00:00:00,Bill Johnson,55,American,alpine skier,
6750,"Bogusław Kaczyński, 73, Polish classical music journalist, stroke.[443]",https://en.wikipedia.org/wiki/Bogus%C5%82aw_Kaczy%C5%84ski,2016-01-21 00:00:00,Bogusław Kaczyński,73,Polish,classical music journalist,stroke
6751,"Gérard Kamanda wa Kamanda, 75, Congolese politician.[444]",https://en.wikipedia.org/wiki/G%C3%A9rard_Kamanda_wa_Kamanda,2016-01-21 00:00:00,Gérard Kamanda wa Kamanda,75,Congolese,politician,
6752,"Richard Klinkhamer, 78, Dutch writer.[445]",https://en.wikipedia.org/wiki/Richard_Klinkhamer,2016-01-21 00:00:00,Richard Klinkhamer,78,Dutch,writer,
6753,"Derrick Todd Lee, 47, American convicted serial killer, heart disease.[446]",https://en.wikipedia.org/wiki/Derrick_Todd_Lee,2016-01-21 00:00:00,Derrick Todd Lee,47,American,convicted serial killer,heart disease
6754,"Cabot Lyford, 90, American sculptor, pulmonary distress.[447]",https://en.wikipedia.org/wiki/Cabot_Lyford,2016-01-21 00:00:00,Cabot Lyford,90,American,sculptor,pulmonary distress
6755,"Harrison McIntosh, 101, American ceramicist.[448]",https://en.wikipedia.org/wiki/Harrison_McIntosh,2016-01-21 00:00:00,Harrison McIntosh,101,American,ceramicist,
6756,"Jerker Porath, 94, Swedish biochemist.[449]",https://en.wikipedia.org/wiki/Jerker_Porath,2016-01-21 00:00:00,Jerker Porath,94,Swedish,biochemist,
6757,"Stephanie Rader, 100, American spy.[450]",https://en.wikipedia.org/wiki/Stephanie_Rader,2016-01-21 00:00:00,Stephanie Rader,100,American,spy,
6758,"Garnet Richardson, 82, Canadian curler, world champion (1959, 1960, 1962, 1963).[451]",https://en.wikipedia.org/wiki/Garnet_Richardson,2016-01-21 00:00:00,Garnet Richardson,82,Canadian,curler,
6759,"Mrinalini Sarabhai, 97, Indian classical dancer, choreographer and instructor.[452]",https://en.wikipedia.org/wiki/Mrinalini_Sarabhai,2016-01-21 00:00:00,Mrinalini Sarabhai,97,Indian,classical dancer,
6760,"Robert Sassone, 37, French road racing cyclist, suicide.[453]",https://en.wikipedia.org/wiki/Robert_Sassone_(cyclist),2016-01-21 00:00:00,Robert Sassone,37,French,road racing cyclist,suicide
6761,"Val Sears, 88, Canadian journalist (Toronto Star).[454]",https://en.wikipedia.org/wiki/Val_Sears,2016-01-21 00:00:00,Val Sears,88,Canadian,journalist,
6762,"Francis Seow, 87, Singapore-born American writer and political refugee, pneumonia.[455]",https://en.wikipedia.org/wiki/Francis_Seow,2016-01-21 00:00:00,Francis Seow,87,Singapore-born American,writer and political refugee,pneumonia
6763,"Michael Sheringham, 67, English literary academic.[456]",https://en.wikipedia.org/wiki/Michael_Sheringham,2016-01-21 00:00:00,Michael Sheringham,67,English,literary academic,
6764,"Ron Southern, 85, Canadian businessman (ATCO).[457]",https://en.wikipedia.org/wiki/Ron_Southern,2016-01-21 00:00:00,Ron Southern,85,Canadian,businessman,
6765,"Robert Tuggle, 82, American writer and archivist.[458]",https://en.wikipedia.org/wiki/Robert_Tuggle,2016-01-21 00:00:00,Robert Tuggle,82,American,writer and archivist,
6766,"Gerald Williams, 86, Welsh tennis commentator.[459]",https://en.wikipedia.org/wiki/Gerald_Williams_(tennis_commentator),2016-01-21 00:00:00,Gerald Williams,86,Welsh,tennis commentator,
6767,"Tom Aidala, 82, American architect.[460]",https://en.wikipedia.org/wiki/Tom_Aidala,2016-01-22 00:00:00,Tom Aidala,82,American,architect,
6768,"Paul Augustin Aizpiri, 96, French artist.[461]",https://en.wikipedia.org/wiki/Paul_Augustin_Aizpiri,2016-01-22 00:00:00,Paul Augustin Aizpiri,96,French,artist,
6769,"Homayoun Behzadi, 73, Iranian football player (Shahin, Paykan, national team) and coach (Persepolis), Asian Champion (1968, 1972).[462]",https://en.wikipedia.org/wiki/Homayoun_Behzadi,2016-01-22 00:00:00,Homayoun Behzadi,73,Iranian,football player and coach,
6770,"Eugene Borowitz, 91, American rabbi and philosopher.[463]",https://en.wikipedia.org/wiki/Eugene_Borowitz,2016-01-22 00:00:00,Eugene Borowitz,91,American,rabbi and philosopher,
6771,"Fred Bruney, 84, American football player (Boston Patriots).[464]",https://en.wikipedia.org/wiki/Fred_Bruney,2016-01-22 00:00:00,Fred Bruney,84,American,football player,
6772,"Tommy Bryceland, 76, Scottish footballer (St Mirren, Norwich, Oldham).[465]",https://en.wikipedia.org/wiki/Tommy_Bryceland,2016-01-22 00:00:00,Tommy Bryceland,76,Scottish,footballer,
6773,"Pete Carmichael, 74, American football coach (Jacksonville Jaguars).[466]",https://en.wikipedia.org/wiki/Pete_Carmichael,2016-01-22 00:00:00,Pete Carmichael,74,American,football coach,
6774,"Ryuichi Doi, 76, Japanese politician.[467]",https://en.wikipedia.org/wiki/Ryuichi_Doi,2016-01-22 00:00:00,Ryuichi Doi,76,Japanese,politician,
6775,"John Dowie, 60, Scottish footballer (Fulham, Celtic).[468]",https://en.wikipedia.org/wiki/John_Dowie_(footballer),2016-01-22 00:00:00,John Dowie,60,Scottish,footballer,
6776,"John Farris, 75, American author.[469]",https://en.wikipedia.org/wiki/John_Farris_(poet_and_novelist),2016-01-22 00:00:00,John Farris,75,American,author,
6777,"Kamer Genç, 75, Turkish politician, member of the Grand National Assembly (1987–2015), cancer.[470]",https://en.wikipedia.org/wiki/Kamer_Gen%C3%A7,2016-01-22 00:00:00,Kamer Genç,75,Turkish,politician,cancer
6778,"Shankar Ghosh, 80, Indian tabla player, pneumonia.[471]",https://en.wikipedia.org/wiki/Shankar_Ghosh,2016-01-22 00:00:00,Shankar Ghosh,80,Indian,tabla player,pneumonia
6779,"Bill Groom, 81, Canadian curler.[472]",https://en.wikipedia.org/wiki/Bill_Groom,2016-01-22 00:00:00,Bill Groom,81,Canadian,curler,
6780,"Waymond C. Huggins, 88, American politician.[473]",https://en.wikipedia.org/wiki/Waymond_C._Huggins,2016-01-22 00:00:00,Waymond C. Huggins,88,American,politician,
6781,"Juan Manuel Ley, 82, Mexican businessman (Casa Ley).[474]",https://en.wikipedia.org/wiki/Juan_Manuel_Ley,2016-01-22 00:00:00,Juan Manuel Ley,82,Mexican,businessman,
6782,"Constantin Mihail, 70, Romanian track and field coach.[475]",https://en.wikipedia.org/wiki/Constantin_Mihail,2016-01-22 00:00:00,Constantin Mihail,70,Romanian,track and field coach,
6783,"Ian Murray, 83, Scottish Roman Catholic prelate, Bishop of Argyll and the Isles (1999–2008).[476]",https://en.wikipedia.org/wiki/Ian_Murray_(bishop),2016-01-22 00:00:00,Ian Murray,83,Scottish,Roman Catholic prelate,
6784,"Abolhassan Najafi, 86, Iranian writer and translator.[477]",https://en.wikipedia.org/wiki/Abolhassan_Najafi,2016-01-22 00:00:00,Abolhassan Najafi,86,Iranian,writer and translator,
6785,"Denise Newman, 91, British Olympic diver (1948).[478]",https://en.wikipedia.org/wiki/Denise_Newman,2016-01-22 00:00:00,Denise Newman,91,British,Olympic diver,
6786,"Mikhail Odnoralov, 71, Russian-born American painter.[479]",https://en.wikipedia.org/wiki/Mikhail_Odnoralov,2016-01-22 00:00:00,Mikhail Odnoralov,71,Russian-born American,painter,
6787,"Cecil Parkinson, Baron Parkinson, 84, British politician, cabinet minister, cancer.[480]",https://en.wikipedia.org/wiki/Cecil_Parkinson,2016-01-22 00:00:00,"Cecil Parkinson, Baron Parkinson",84,British,politician,cancer
6788,"Robert Pickus, 92, American activist.[481]",https://en.wikipedia.org/wiki/Robert_Pickus,2016-01-22 00:00:00,Robert Pickus,92,American,activist,
6789,"Lois Ramsey, 93, Australian actress (The Box, Prisoner).[482]",https://en.wikipedia.org/wiki/Lois_Ramsey,2016-01-22 00:00:00,Lois Ramsey,93,Australian,actress,
6790,"Miloslav Ransdorf, 62, Czech politician, MEP (since 2004).[483]",https://en.wikipedia.org/wiki/Miloslav_Ransdorf,2016-01-22 00:00:00,Miloslav Ransdorf,62,Czech,politician,
6791,"Raymond Rock, 93, Canadian politician.[484]",https://en.wikipedia.org/wiki/Raymond_Rock,2016-01-22 00:00:00,Raymond Rock,93,Canadian,politician,
6792,"Sarah, 15, American zoo cheetah.[485]",https://en.wikipedia.org/wiki/Sarah_(cheetah),2016-01-22 00:00:00,Sarah,15,American,zoo cheetah,
6793,"Anthony Simmons, 93, British screenwriter and film director (The Optimists of Nine Elms, Black Joy).[486]",https://en.wikipedia.org/wiki/Anthony_Simmons_(writer),2016-01-22 00:00:00,Anthony Simmons,93,British,screenwriter and film director,
6794,"Rik Wilson, 53, American ice hockey player (St. Louis Blues).[488]",https://en.wikipedia.org/wiki/Rik_Wilson,2016-01-22 00:00:00,Rik Wilson,53,American,ice hockey player,
6795,"Tahsin Yücel, 83, Turkish writer.[489]",https://en.wikipedia.org/wiki/Tahsin_Y%C3%BCcel,2016-01-22 00:00:00,Tahsin Yücel,83,Turkish,writer,
6796,"Nikolay Abramov, 54, Russian Vepsian writer and translator.[490]",https://en.wikipedia.org/wiki/Nikolay_Abramov_(writer),2016-01-23 00:00:00,Nikolay Abramov,54,Russian,Vepsian writer and translator,
6797,"Bob Arnott, 93, Australian alpine skier.[491]",https://en.wikipedia.org/wiki/Bob_Arnott,2016-01-23 00:00:00,Bob Arnott,93,Australian,alpine skier,
6798,"Lela Autio, 88, American painter.[492]",https://en.wikipedia.org/wiki/Lela_Autio,2016-01-23 00:00:00,Lela Autio,88,American,painter,
6799,"Jimmy Bain, 68, Scottish bassist (Rainbow, Dio), lung cancer.[493]",https://en.wikipedia.org/wiki/Jimmy_Bain,2016-01-23 00:00:00,Jimmy Bain,68,Scottish,bassist,lung cancer
6800,"Jack Bannister, 85, English cricket player (Warwickshire) and commentator.[494]",https://en.wikipedia.org/wiki/Jack_Bannister,2016-01-23 00:00:00,Jack Bannister,85,English,cricket player and commentator,
6801,"Barry Brickell, 80, New Zealand ceramic artist.[495]",https://en.wikipedia.org/wiki/Barry_Brickell,2016-01-23 00:00:00,Barry Brickell,80,New Zealand,ceramic artist,
6802,"Cadalack Ron, 34, American rapper.[496]",https://en.wikipedia.org/wiki/Cadalack_Ron,2016-01-23 00:00:00,Cadalack Ron,34,American,rapper,
6803,"Pablo Contessi, Paraguayan doctor and politician, Governor of Presidente Hayes Department (since 2013), traffic collision.[497]",https://en.wikipedia.org/wiki/Pablo_Contessi,2016-01-23 00:00:00,Pablo Contessi,,Paraguayan,doctor and politician,traffic collision
6804,"Antony Emerson, 52, Australian tennis player, cancer.[498]",https://en.wikipedia.org/wiki/Antony_Emerson,2016-01-23 00:00:00,Antony Emerson,52,Australian,tennis player,cancer
6805,"Espectrito, 49, Mexican professional wrestler.[499]",https://en.wikipedia.org/wiki/Espectrito,2016-01-23 00:00:00,Espectrito,49,Mexican,professional wrestler,
6806,"Josip Friščić, 66, Croatian politician, Vice President of Parliament (2008–2011).[500]",https://en.wikipedia.org/wiki/Josip_Fri%C5%A1%C4%8Di%C4%87,2016-01-23 00:00:00,Josip Friščić,66,Croatian,politician,
